,cik,company_name,date,uncertain,unemploy,risk,believe,anticipate,fluctuate,indefinite,likelihood,unlikely,likely,possible,predict,recession,pandemic,total words,at,ni,roa
513,1365555,"Amtrust Financial Services, Inc.",2007-03-16,9,0,48,5,6,5,0,1,0,5,5,8,1,0,10491,2322.794,90.14,0.038806713
531,808362,BAKER HUGHES INC,2007-02-23,2,0,19,10,2,0,0,1,0,7,6,1,0,0,6959,9856.6,1513.9,0.15359251699999998
532,9263,BAKER MICHAEL CORP,2007-03-16,4,0,9,0,0,1,0,0,0,1,1,2,0,0,2785,276.35,19.34,0.069983716
534,9326,BALCHEM CORP,2007-03-15,2,0,10,7,2,0,0,0,0,0,2,1,0,0,4656,154.424,16.118,0.016558438999999998
535,9342,BALDOR ELECTRIC CO,2007-02-28,2,0,10,1,5,0,0,0,0,0,1,3,0,0,2952,2821.6259999999997,94.102,0.033350274
537,9389,BALL CORP,2007-02-22,0,0,11,4,0,0,0,0,0,0,0,0,0,0,3104,6020.6,281.3,0.046722917999999995
540,760498,BANCFIRST CORP /OK/,2007-03-15,1,0,12,1,1,0,0,0,1,0,0,2,0,0,2537,3743.006,53.093,0.014184589
544,783739,BANCTRUST FINANCIAL GROUP INC,2007-03-15,3,0,12,3,1,0,0,0,0,0,3,4,0,0,2581,2240.094,6.186,0.0027614909999999996
546,1123270,BANK MUTUAL CORP,2007-03-15,0,2,6,1,0,0,0,0,0,3,1,0,0,0,1841,3488.046,17.102999999999998,0.004903318
547,70858,BANK OF AMERICA CORP /DE/,2007-02-28,2,0,51,1,2,0,0,1,0,0,3,4,0,0,2512,1715746.0,14982.0,0.008732061999999999
548,1082368,BANK OF FLORIDA CORP,2007-03-08,0,0,8,0,0,2,0,0,0,2,1,1,2,0,2710,1310.488,2.7430000000000003,0.0020931129999999997
549,810689,BANK OF GRANITE CORP,2007-03-15,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1088,1219.1480000000001,-15.302999999999999,-0.012552209
550,46195,BANK OF HAWAII CORP,2007-02-22,1,1,5,0,0,0,0,0,0,1,1,0,0,0,1269,10472.942,183.703,0.017540725
554,921768,BANKATLANTIC BANCORP INC,2007-03-01,0,0,21,6,5,0,0,0,0,1,1,1,0,0,3759,6378.816999999999,-22.2,-0.0034802690000000002
556,946673,BANNER CORP,2007-03-15,3,1,36,3,1,2,0,0,0,0,3,2,1,0,3693,4492.657999999999,36.923,0.00821852
557,743367,BAR HARBOR BANKSHARES,2007-03-16,4,0,34,2,0,0,0,1,0,1,0,1,0,0,3178,889.472,7.155,0.008044098000000001
558,9892,BARD C R INC /NJ/,2007-02-27,0,0,3,2,2,0,1,0,0,0,1,1,0,0,2133,2475.5,406.4,0.164168855
560,9984,BARNES GROUP INC,2007-02-26,1,0,19,4,9,0,0,0,0,1,0,0,0,0,6307,1539.335,101.337,0.065831674
562,1173657,BARRIER THERAPEUTICS INC,2007-03-12,3,0,29,8,7,3,0,0,0,2,4,4,0,0,11874,67.416,-53.692,-0.796428148
564,10329,BASSETT FURNITURE INDUSTRIES INC,2007-02-13,0,0,13,3,4,1,0,0,0,0,1,0,0,0,1963,310.703,-9.91,-0.031895411
570,1228454,BCB BANCORP INC,2007-03-23,0,0,10,1,0,0,0,0,0,0,0,1,0,0,1795,563.477,4.438,0.007876098
573,861361,BE AEROSPACE INC,2007-02-16,1,0,9,0,1,3,1,0,0,0,1,0,0,0,3589,1772.0,147.3,0.083126411
574,949228,BEACH FIRST NATIONAL BANCSHARES INC,2007-03-22,1,0,19,2,4,0,0,0,0,2,2,3,0,0,2984,605.988,5.877000000000001,0.009698212
576,777001,BEAR STEARNS COMPANIES INC,2007-02-13,0,0,32,1,1,1,0,0,0,2,1,2,0,0,2517,395362.0,233.0,0.000589333
579,1099160,BEASLEY BROADCAST GROUP INC,2007-03-12,1,0,10,4,6,1,0,1,0,1,0,3,2,0,3767,337.152,4.771,0.014150887
583,1281696,BEIJING MED PHARM CORP,2007-03-26,5,0,18,4,4,4,0,0,0,6,0,2,0,0,7557,80.923,-11.635,-0.143778654
584,729580,BEL FUSE INC /NJ,2007-03-16,0,0,10,0,3,1,0,0,0,2,0,1,0,0,2060,293.86,26.336,0.08962090800000001
586,356080,BELO CORP,2007-03-01,2,0,3,0,1,1,0,1,0,0,1,3,2,0,3413,3179.06,-262.813,0.008927938
587,11199,BEMIS CO INC,2007-03-01,1,0,4,3,2,0,0,0,0,0,0,1,0,0,2113,3191.3959999999997,181.554,0.056888584000000006
588,863436,BENCHMARK ELECTRONICS INC,2007-03-01,1,0,13,1,9,1,1,0,0,1,2,0,1,0,5181,1762.848,93.28200000000001,0.052915509000000006
589,821616,BENTLEY PHARMACEUTICALS INC,2007-03-15,8,0,14,6,9,3,0,0,0,0,2,4,0,0,8204,173.09599999999998,2.685,0.015511624
592,759718,BERKSHIRE BANCORP INC /DE/,2007-03-30,1,0,9,2,0,0,0,0,0,0,1,1,0,0,1960,1120.518,5.354,0.004778147
593,1067983,BERKSHIRE HATHAWAY INC,2007-03-01,2,0,13,2,1,0,0,0,1,1,2,2,0,0,1574,273160.0,13213.0,0.048370918
594,1108134,BERKSHIRE HILLS BANCORP INC,2007-03-16,3,1,17,2,2,0,0,0,0,1,6,1,1,0,3836,2513.4320000000002,13.535,0.0053850669999999995
605,1024321,BEVERLY HILLS BANCORP INC,2007-03-16,0,0,9,3,3,1,0,1,0,2,2,0,0,0,1674,1500.114,0.496,0.00033064199999999997
606,742275,BEVERLY NATIONAL CORP,2007-03-30,0,1,16,3,0,0,0,0,0,0,2,4,1,0,3038,472.791,3.57,0.007550905
607,315858,BFC FINANCIAL CORP,2007-03-16,10,1,101,24,17,1,0,0,0,11,3,2,0,0,35679,7114.433000000001,-30.459,-0.004281297
609,1156388,BIG 5 SPORTING GOODS CORP,2007-03-09,5,1,13,0,5,3,0,0,0,1,0,3,0,0,5331,403.923,28.090999999999998,0.069545433
613,12208,BIO RAD LABORATORIES INC,2007-03-01,3,0,6,3,1,0,0,0,0,0,2,1,1,0,3468,1971.594,92.994,0.047166912000000005
616,882796,BIOCRYST PHARMACEUTICALS INC,2007-03-14,13,0,29,4,5,1,0,1,6,5,1,2,0,0,9690,142.717,-29.055999999999997,-0.203591723
617,875045,BIOGEN IDEC INC,2007-02-21,5,0,20,2,3,3,1,0,0,2,5,6,0,0,11827,8628.815,638.172,0.07395824299999999
618,811240,BIOLASE TECHNOLOGY INC,2007-03-16,7,0,13,8,7,1,0,2,0,1,4,2,0,0,11074,44.308,-7.28,-0.164304415
619,1048477,BIOMARIN PHARMACEUTICAL INC,2007-02-28,12,0,18,11,4,3,0,1,1,1,7,4,0,0,11054,815.279,-15.802999999999999,-0.019383548
620,1138400,"BIOMIMETIC THERAPEUTICS, INC.",2007-03-28,5,0,20,8,16,0,0,1,0,5,0,3,0,0,11294,89.618,-24.581999999999997,-0.274297574
625,818813,BITSTREAM INC,2007-03-30,1,0,6,3,5,0,0,0,0,3,1,0,0,0,2128,20.643,3.991,2.52e-05
627,1013488,BJs RESTAURANTS INC,2007-03-13,6,1,17,24,16,5,0,0,0,3,1,4,1,0,12464,285.29900000000004,11.705,0.041027133
633,1280058,BLACKBAUD INC,2007-02-28,0,0,11,17,5,1,0,0,0,2,7,4,0,0,12921,237.69400000000002,31.724,0.13346571599999998
637,1085734,BLOCKBUSTER INC,2007-03-01,8,0,27,38,14,1,0,0,0,1,7,19,0,0,24478,2733.6,-73.8,-0.026997366000000002
645,778946,BLUEGREEN CORP,2007-03-16,4,2,15,5,2,1,0,0,0,0,1,2,1,0,4233,1039.578,31.926,0.030710538
648,945434,BNCCORP INC,2007-03-28,0,0,8,3,0,1,0,1,0,0,0,2,0,0,1048,699.591,1.98,0.002830225
653,12927,BOEING CO,2007-02-16,6,0,26,3,7,0,0,0,0,2,1,5,0,0,3810,58986.0,4074.0,0.06906723599999999
655,875357,BOK FINANCIAL CORP ET AL,2007-03-01,0,0,6,0,0,0,0,0,0,1,1,1,0,0,1964,20839.863999999998,217.66400000000002,0.010444598000000001
657,833845,BOOTS & COOTS INTERNATIONAL WELL CONTROL INC,2007-03-23,2,0,18,1,2,0,0,1,0,3,0,0,0,0,4780,136.415,7.891,0.057845545
664,821127,BOSTON PRIVATE FINANCIAL HOLDINGS INC,2007-02-28,1,0,63,11,5,2,0,2,0,7,8,4,0,0,20713,6818.130999999999,4.17,0.000611605
665,1037540,BOSTON PROPERTIES INC,2007-03-01,1,1,23,7,9,1,0,0,0,7,3,2,0,0,10318,11192.636999999999,1324.69,0.1183537
667,885725,BOSTON SCIENTIFIC CORP,2007-03-01,6,0,13,1,2,0,1,0,0,0,0,4,0,0,5916,31197.0,-495.0,-0.01586691
669,719135,BOVIE MEDICAL CORP,2007-03-22,2,0,5,3,0,0,0,0,0,2,2,0,0,0,1911,18.820999999999998,2.401,0.127570267
672,906553,BOYD GAMING CORP,2007-03-01,5,0,21,2,10,2,0,0,1,3,1,0,0,0,6543,4487.596,303.035,0.067527246
673,850033,BP PRUDHOE BAY ROYALTY TRUST,2007-03-01,5,0,11,1,6,0,0,1,0,1,5,3,0,0,16234,7.035,175.71200000000002,24.97683014
674,1023734,BPZ ENERGY INC,2007-03-16,6,0,41,17,10,0,1,1,0,2,6,1,0,0,15294,129.619,-20.51,-0.158232975
678,790816,BRANDYWINE REALTY TRUST,2007-03-01,0,0,11,7,5,1,0,0,0,5,1,1,0,0,6717,5214.099,56.453,0.01082699
679,1011174,BRE PROPERTIES INC /MD/,2007-03-01,0,0,25,3,5,0,0,0,0,1,1,0,1,0,6473,2953.66,128.08100000000002,0.043363488
682,1034755,BRIGHAM EXPLORATION CO,2007-03-09,4,0,46,8,5,3,0,0,1,3,3,6,0,0,9734,548.428,10.21,0.018616847
684,918946,BRIGHTPOINT INC,2007-02-23,1,0,19,15,14,6,0,0,0,0,4,2,0,0,10183,1972.361,47.394,0.02402907
685,78890,BRINKS CO,2007-02-27,0,0,14,4,0,1,0,0,0,0,1,0,0,0,2821,2394.3,137.3,0.057344527
686,14272,BRISTOL MYERS SQUIBB CO,2007-02-26,2,0,9,3,0,0,0,0,0,1,3,0,0,0,2778,26172.0,2165.0,0.082721993
689,707604,BRITTON & KOONTZ CAPITAL CORP,2007-03-14,1,1,21,1,6,1,0,0,0,1,3,1,1,0,3901,368.345,3.0060000000000002,0.008160826999999999
695,1049782,BROOKLINE BANCORP INC,2007-02-28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,599,2418.51,17.742,0.007335922
697,79282,BROWN & BROWN INC,2007-03-01,8,0,22,8,2,0,1,1,0,1,1,5,0,0,8382,1960.6589999999999,190.959,0.097395315
699,14930,BRUNSWICK CORP,2007-02-23,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1659,4365.6,111.6,0.025563496
701,802681,BRYN MAWR BANK CORP,2007-03-15,0,0,11,0,3,1,0,0,0,0,0,0,0,0,1154,1002.096,13.6,0.013571554
705,1046501,BUCA INC /MN,2007-03-14,1,0,1,3,8,1,0,0,0,3,1,5,0,0,4326,117.397,-16.175,-0.137780352
707,740761,BUCYRUS INTERNATIONAL INC,2007-03-01,1,0,12,5,4,2,0,0,0,0,1,1,0,0,5408,2068.212,136.134,0.065822072
708,1062449,BUFFALO WILD WINGS INC,2007-03-12,2,1,6,3,2,3,0,0,0,1,2,0,0,1,3635,197.09799999999998,19.654,0.09971689199999999
709,1113809,BUILD A BEAR WORKSHOP INC,2007-03-15,3,0,11,7,7,2,0,0,0,1,3,1,1,0,6016,339.531,22.509,0.066294388
714,934612,BURLINGTON NORTHERN SANTA FE CORP,2007-02-16,0,0,5,2,1,0,0,0,0,0,0,2,0,0,1991,33583.0,1829.0,0.054462079000000004
744,1295401,"Bancorp, Inc.",2007-03-16,0,0,8,2,1,0,0,1,0,0,0,2,0,0,3178,1568.382,14.34,0.009143181
746,1365997,Bank of the Carolinas CORP,2007-03-30,0,0,18,6,1,0,0,0,1,1,3,4,0,0,3323,505.99800000000005,1.9580000000000002,0.003869581
747,1303942,BankFinancial CORP,2007-03-15,1,1,14,0,2,0,0,0,0,0,2,2,1,0,3319,1480.5439999999999,7.155,0.004832683
791,1324105,"Bidz.com, Inc.",2007-03-16,7,0,15,2,6,3,0,0,0,2,2,5,0,0,8094,72.40100000000001,18.125999999999998,0.250355658
792,1289236,BioMed Realty Trust Inc,2007-02-28,4,0,48,14,7,2,0,0,0,3,4,2,1,0,15919,3057.268,72.533,0.023724776
794,1364742,BlackRock Inc.,2007-03-13,2,0,27,1,0,0,0,0,0,0,0,0,0,0,3223,22561.515,995.2719999999999,0.044113704000000004
795,1326003,BlackRock Kelso Capital CORP,2007-03-29,4,0,58,3,5,3,0,0,0,9,4,4,3,0,9814,1121.8210000000001,16.219,0.014457743
798,1336047,"Boardwalk Pipeline Partners, LP",2007-02-23,2,0,23,2,13,1,0,0,0,5,1,4,1,0,8953,4157.306,227.75599999999997,0.054784517000000005
800,1331301,"Boulder Specialty Brands, Inc.",2007-03-16,0,0,12,2,6,3,0,0,0,1,2,1,0,0,3526,606.367,-64.548,-0.10645038400000001
801,1304740,Bridge Capital Holdings,2007-03-02,6,0,93,2,5,1,0,1,0,3,6,7,1,0,13110,774.832,10.866,0.014023685
802,1328650,"Bronco Drilling Company, Inc.",2007-03-08,0,0,22,6,8,3,0,0,0,1,2,0,0,0,5781,568.605,37.592,0.06611267900000001
803,1332349,Brookdale Senior Living Inc.,2007-03-16,1,0,22,8,7,2,0,0,0,2,2,5,0,0,12204,4811.622,-161.97899999999998,-0.033664116
807,913341,C & F FINANCIAL CORP,2007-03-09,2,0,15,4,0,0,0,0,0,0,0,2,2,0,1569,785.596,8.48,0.010794352
822,1267130,CABELAS INC,2007-02-28,8,1,16,3,2,1,0,0,0,3,2,4,1,0,7925,2212.83,87.87899999999999,0.039713398999999996
824,858470,CABOT OIL & GAS CORP,2007-02-28,5,0,21,3,1,1,0,1,0,4,2,1,0,0,3662,2208.594,167.423,0.075805241
826,813672,CADENCE DESIGN SYSTEMS INC,2007-02-23,4,0,21,4,7,2,1,1,0,2,1,3,1,0,9508,3871.15,296.252,0.076528163
827,742054,CADENCE FINANCIAL CORP,2007-03-14,2,0,30,2,1,0,0,1,0,1,6,3,1,0,7823,1984.155,9.793,0.004935602
829,727273,CADIZ INC,2007-03-16,1,0,6,0,1,0,0,0,0,0,1,0,0,0,908,49.571999999999996,-13.633,-0.275014121
831,1133470,CALAVO GROWERS INC,2007-01-16,0,0,12,13,3,0,0,0,1,0,3,0,0,0,5977,128.018,7.33,0.057257573
833,789356,CALIFORNIA PIZZA KITCHEN INC,2007-03-14,0,0,4,0,2,0,0,0,0,0,0,2,0,0,1875,367.12800000000004,14.784,0.040269334
843,16614,CAMCO FINANCIAL CORP,2007-03-15,1,2,11,0,2,0,0,0,0,0,0,0,2,0,1271,1023.2610000000001,4.501,0.004398682
844,750686,CAMDEN NATIONAL CORP,2007-03-09,1,0,53,2,2,0,0,1,0,1,0,3,0,0,8550,1716.7879999999998,20.283,0.011814505
845,906345,CAMDEN PROPERTY TRUST,2007-02-28,0,0,16,2,4,0,0,0,0,2,0,1,0,0,3031,4890.76,148.457,0.030354587000000002
854,310316,CANARGO ENERGY CORP,2007-03-15,9,1,22,3,2,0,0,0,0,0,4,1,0,0,5945,59.552,-53.777,-0.9030259270000001
860,1071992,CAPITAL BANK CORP,2007-03-15,3,0,13,1,1,0,0,1,0,1,3,1,0,0,2383,1517.6029999999998,7.858,0.005177902
862,1004740,CAPITAL CORP OF THE WEST,2007-03-16,5,0,71,1,4,1,0,1,0,5,6,3,1,0,14120,2108.739,-3.616,-0.0017147689999999999
865,927628,CAPITAL ONE FINANCIAL CORP,2007-03-01,3,0,44,1,9,0,0,2,0,1,3,3,2,0,4537,150590.369,1570.332,0.010427838
872,840264,CAPITOL BANCORP LTD,2007-03-16,4,0,16,2,4,1,0,0,0,3,2,1,0,0,3474,4901.763,21.936999999999998,0.004475329
874,931784,CAPTARIS INC,2007-03-14,4,0,11,22,2,3,0,1,0,2,3,4,0,0,10756,139.498,0.22399999999999998,0.0016057579999999999
876,825692,CARAUSTAR INDUSTRIES INC,2007-03-16,2,0,17,1,1,2,0,0,0,2,4,1,1,0,3452,572.02,-24.516,-0.042858640999999996
881,719722,CARDIODYNAMICS INTERNATIONAL CORP,2007-02-13,0,0,15,1,4,0,4,1,0,5,2,6,0,0,5916,19.867,-16.699,-0.840539588
884,1025378,CAREY W P & CO LLC,2007-02-27,3,0,30,5,3,0,0,2,0,5,3,3,0,0,14203,1153.2839999999999,79.252,0.06871854599999999
885,790051,CARLISLE COMPANIES INC,2007-03-01,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1086,1988.7939999999999,215.637,0.108426011
886,799088,CARMIKE CINEMAS INC,2007-03-16,1,0,10,16,4,0,0,1,0,5,0,1,0,0,10232,568.045,-126.89,-0.22338019
887,815097,CARNIVAL CORP,2007-02-12,5,0,35,14,2,0,0,0,1,2,4,2,0,0,9355,34181.0,2408.0,0.070448495
891,1016281,CARRIAGE SERVICES INC,2007-03-09,0,0,4,1,3,1,0,0,0,0,1,3,0,0,2412,610.807,8.279,0.0135542
894,809248,"CARROLS RESTAURANT GROUP, INC.",2007-03-23,4,0,25,64,11,1,0,1,0,9,5,2,0,0,24529,465.55800000000005,15.052999999999999,0.032333243
896,865911,CASCADE BANCORP,2007-03-06,3,0,7,0,0,0,0,0,0,0,2,1,0,0,1295,2394.492,29.979,0.012519983
897,928911,CASCADE FINANCIAL CORP,2007-03-14,0,0,17,0,0,0,0,0,0,1,0,0,0,0,924,1417.588,15.546,0.010966515
898,864559,CASCADE MICROTECH INC,2007-03-16,1,0,8,5,7,5,0,0,0,4,1,3,0,0,9240,125.281,0.93,0.007423312
899,807884,CASH AMERICA INTERNATIONAL INC,2007-02-26,2,0,12,7,0,0,0,0,0,0,1,0,0,0,8496,904.6439999999999,79.346,0.08770964
900,861050,CASH SYSTEMS INC,2007-03-16,2,0,12,4,1,0,0,2,0,2,1,0,0,0,6062,68.876,-15.383,-0.22334339999999997
901,708781,CASS INFORMATION SYSTEMS INC,2007-03-15,2,1,14,1,11,1,0,1,0,0,0,3,2,0,2521,903.04,17.795,0.019705661
907,18230,CATERPILLAR INC,2007-02-23,7,0,18,7,10,0,0,0,0,2,2,3,0,0,2738,56132.0,3541.0,0.063083446
908,861842,CATHAY GENERAL BANCORP,2007-03-01,6,0,101,3,6,1,0,0,1,5,3,3,1,0,17034,10402.532,125.469,0.01206139
910,1138118,CB RICHARD ELLIS GROUP INC,2007-03-01,5,0,18,2,6,0,0,0,0,1,1,3,2,0,6664,6242.573,390.505,0.062555136
915,910612,CBL & ASSOCIATES PROPERTIES INC,2007-03-01,0,0,14,3,1,0,0,0,0,1,1,0,0,0,5406,8105.047,89.147,0.010998949
917,1330969,CBRE Realty Finance Inc,2007-03-26,5,0,99,6,12,3,0,2,0,10,7,8,2,0,22258,2069.299,-70.766,-0.034198055
918,813828,CBS CORP,2007-03-01,7,0,15,4,5,4,0,0,0,1,1,12,0,0,10031,40430.2,1247.0,0.030843281
920,943033,CCF HOLDING CO,2007-03-29,0,1,8,3,0,0,0,1,1,0,0,4,2,0,1673,422.781,4.114,0.009730806
928,18396,CDI CORP,2007-03-07,4,6,13,2,1,0,0,0,0,1,3,0,0,0,2891,450.05800000000005,34.202,0.07599465
932,811532,CEDAR FAIR L P,2007-03-01,0,0,5,1,5,0,0,0,0,0,0,0,0,0,1030,2418.6679999999997,-4.4910000000000005,0.0029803729999999997
933,761648,CEDAR SHOPPING CENTERS INC,2007-03-14,0,0,20,8,3,0,0,0,0,2,2,0,1,0,8896,1594.984,21.969,0.013773806000000001
937,816284,CELGENE CORP /DE/,2007-02-27,5,0,16,6,6,4,0,0,0,1,3,2,0,0,8959,3611.284,226.433,0.062701521
939,891293,CELL THERAPEUTICS INC,2007-03-16,3,0,28,18,3,1,0,2,0,5,5,3,0,0,18183,73.513,-138.108,-1.878688123
941,749647,CELSION CORP,2007-03-27,3,0,6,4,4,0,0,0,0,3,3,3,0,0,5617,39.039,35.349000000000004,0.905479136
942,1071739,CENTENE CORP,2007-02-23,4,1,10,4,2,0,0,0,0,1,3,11,0,0,7120,1119.122,73.402,0.065588917
943,712771,CENTER BANCORP INC,2007-03-15,1,1,7,2,1,0,0,0,0,1,1,1,1,0,1420,1017.645,3.8560000000000003,0.0037891409999999998
944,1174820,CENTER FINANCIAL CORP,2007-02-20,2,0,25,3,1,0,0,0,0,1,2,0,3,0,3562,2080.663,21.943,0.010546158
949,1102266,CENTERSTATE BANKS OF FLORIDA INC,2007-03-12,1,0,13,4,2,0,0,0,1,0,3,1,0,0,2584,1217.43,7.7989999999999995,0.006406118000000001
950,1107194,CENTILLIUM COMMUNICATIONS INC,2007-03-16,7,0,15,2,7,2,0,1,0,5,1,5,0,0,7857,48.626000000000005,-17.601,-0.361966849
957,1172353,CENTRAL JERSEY BANCORP,2007-03-15,0,1,8,0,2,0,0,0,0,3,1,1,1,0,2359,503.506,0.8440000000000001,0.0016762460000000002
958,701347,CENTRAL PACIFIC FINANCIAL CORP,2007-03-01,7,1,29,3,2,0,1,0,0,1,3,2,1,0,5331,5680.3859999999995,5.806,0.001022114
960,18808,CENTRAL VERMONT PUBLIC SERVICE CORP,2007-03-15,0,0,14,3,3,0,0,0,0,0,0,0,1,0,1132,540.314,15.804,0.029249659
961,1019650,CENTRUE FINANCIAL CORP,2007-03-23,4,0,18,3,0,0,0,0,0,1,3,2,0,0,1928,1364.999,11.323,0.008295244
962,949157,CENTURY ALUMINUM CO,2007-03-01,4,0,28,2,7,1,0,0,0,1,0,2,0,0,9714,2578.271,-101.249,-0.039270116
964,911147,CENTURY CASINOS INC /CO/,2007-03-16,0,0,13,18,3,2,0,1,0,1,2,0,1,0,10931,198.083,4.933,0.024903702000000003
967,920321,"CENVEO, INC",2007-02-28,2,0,8,5,0,0,0,0,0,0,0,0,0,0,3078,2002.7220000000002,40.781,0.020362786
970,18937,CERADYNE INC,2007-02-26,0,0,12,5,6,1,6,0,0,0,0,0,0,0,6370,783.2860000000001,144.265,0.18417921399999998
973,1020214,CERUS CORP,2007-02-26,7,0,22,9,5,1,0,0,1,6,3,5,0,0,13191,78.209,-45.303999999999995,-0.5792683710000001
976,1058438,CFS BANCORP INC,2007-03-15,1,0,68,5,5,0,0,0,0,1,6,1,0,0,13724,1150.278,7.525,0.006541897
977,1061393,CH ENERGY GROUP INC,2007-02-13,0,0,7,6,1,1,1,0,0,0,0,0,0,0,1752,1494.7479999999998,43.606,0.02917281
983,1015155,CHARLES & COLVARD LTD,2007-03-09,3,0,8,5,2,0,0,0,0,0,2,1,0,0,3174,63.151,-0.024,-0.00038004099999999996
988,1091667,CHARTER COMMUNICATIONS INC /MO/,2007-02-28,4,0,12,8,2,0,1,0,0,2,2,3,0,0,9443,14666.0,-1616.0,-0.11018682699999999
989,1043325,CHARTERMAC,2007-03-12,1,0,46,5,3,1,0,0,0,10,7,3,0,0,12536,9491.588,-60.128,-0.006334873
1000,19520,CHATTEM INC,2007-02-12,0,0,17,2,1,1,0,0,0,2,0,1,0,0,4947,780.56,59.69,0.07647073900000001
1001,215419,CHECKPOINT SYSTEMS INC,2007-03-30,0,0,4,11,5,0,0,0,0,0,4,0,0,0,6548,1031.0439999999999,58.768,0.056998537
1002,887596,CHEESECAKE FACTORY INCORPORATED,2007-02-22,3,0,15,31,4,5,1,1,0,2,3,8,0,0,14705,1145.753,73.964,0.064554926
1003,19584,CHEMED CORP,2007-02-28,1,0,9,4,1,1,0,0,1,1,1,2,0,0,7005,772.313,63.976000000000006,0.082836881
1006,3570,CHENIERE ENERGY INC,2007-02-27,7,0,51,14,35,0,0,0,0,9,3,4,0,0,30391,2962.2990000000004,-181.77700000000002,-0.061363488
1007,19731,CHESAPEAKE CORP /VA/,2007-03-07,4,0,21,1,4,1,0,0,0,0,4,0,0,0,4801,1213.7,-15.5,-0.012770866
1008,895126,CHESAPEAKE ENERGY CORP,2007-03-01,5,0,13,2,1,0,0,0,0,2,0,1,0,0,4010,30734.0,1451.0,0.047211557
1009,19745,CHESAPEAKE UTILITIES CORP,2007-03-14,0,0,15,3,3,1,0,0,0,0,0,2,0,0,6808,381.55699999999996,13.198,0.034589852000000004
1011,93410,CHEVRON CORP,2007-02-28,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1044,148786.0,18688.0,0.125603215
1014,1156375,CHICAGO MERCANTILE EXCHANGE HOLDINGS INC,2007-03-01,4,0,84,18,14,1,0,2,3,4,7,4,1,0,28147,20306.197,658.533,0.032430149
1015,19871,CHICAGO RIVET & MACHINE CO,2007-03-21,2,0,6,0,1,1,0,0,0,0,0,0,0,0,1243,27.906999999999996,1.2670000000000001,0.045400795
1016,1355786,"CHICOPEE BANCORP, INC.",2007-03-28,0,0,7,1,1,1,0,0,0,2,0,0,0,0,1626,463.45599999999996,1.6,0.0034523229999999998
1018,1260625,"CHINA SECURITY & SURVEILLANCE TECHNOLOGY, INC.",2007-03-21,7,0,12,8,4,0,0,0,0,1,2,1,0,0,9587,377.403,35.319,0.09358431199999999
1019,1058090,CHIPOTLE MEXICAN GRILL INC,2007-02-23,4,0,10,5,4,5,0,0,0,4,3,7,0,0,6860,722.115,70.563,0.097717123
1020,101063,CHIQUITA BRANDS INTERNATIONAL INC,2007-03-08,0,0,32,16,4,2,0,0,0,0,3,2,0,0,11022,2677.6020000000003,-49.041000000000004,-0.018315269
1051,1046311,CHOICE HOTELS INTERNATIONAL INC /DE,2007-03-01,2,0,26,17,2,0,0,0,0,1,0,6,3,0,16599,328.384,111.301,0.338935515
1052,1040596,CHOICEPOINT INC,2007-02-28,2,0,24,12,6,0,0,0,1,0,2,3,0,0,8018,1214.85,32.424,0.026689715
1053,1042134,CHORDIANT SOFTWARE INC,2007-02-09,3,0,5,2,9,4,0,1,0,2,2,5,0,0,7707,164.815,6.028,0.036574341
1054,884130,CHROMCRAFT REVINGTON INC,2007-03-26,0,0,2,0,0,0,0,0,0,0,0,2,0,0,670,69.734,-14.872,-0.21326756
1056,313927,CHURCH & DWIGHT CO INC /DE/,2007-02-26,1,0,8,1,1,0,0,0,0,0,1,1,0,0,3075,2532.49,169.025,0.06674261299999999
1058,20232,CHYRON CORP,2007-03-30,1,0,9,5,13,6,0,0,0,2,4,1,0,0,6546,19.477,3.715,0.19073779300000002
1059,918581,CIBER INC,2007-03-09,5,0,14,8,7,0,0,0,0,2,3,2,0,0,9317,849.113,29.026,0.034183907
1061,936395,CIENA CORP,2007-01-10,0,0,22,2,10,6,0,0,0,5,3,4,1,0,7021,2416.2729999999997,82.788,0.034262685
1068,1091883,CIRCOR INTERNATIONAL INC,2007-02-22,4,0,19,20,5,3,0,0,0,0,1,5,0,0,9059,676.4689999999999,37.911,0.056042479000000006
1070,1171825,CIT GROUP INC,2007-03-01,0,0,23,1,1,1,0,0,0,0,1,0,3,0,1816,90248.0,-81.0,-0.000897527
1071,1174527,CITADEL BROADCASTING CORP,2007-03-16,3,0,12,14,1,0,0,1,0,3,4,5,1,0,22264,3843.435,-1285.236,-0.334397746
1092,810958,CITIZENS & NORTHERN CORP,2007-03-02,2,0,18,1,0,0,0,0,0,0,0,1,0,0,1365,1283.746,10.424000000000001,0.008119986
1094,351077,CITIZENS BANKING CORP,2007-02-28,6,2,28,1,4,0,0,0,0,5,5,3,1,0,4630,13505.983,100.84200000000001,0.007466469
1095,20520,CITIZENS COMMUNICATIONS CO,2007-03-01,3,0,11,2,2,0,0,0,0,3,1,2,0,0,2487,7256.069,214.65400000000002,0.029582685
1099,1127442,CITIZENS FIRST BANCORP INC,2007-03-16,1,0,19,1,2,1,0,0,0,1,1,1,0,0,2367,1804.404,1.87,0.001036353
